bldngId,bldngTy,mxOccpn,units,region,geometry
949,Commercial,NA,"[1757,1797]",North-west,"list(c(-3700.77724692241, -3700.27236160793, -3783.25509444271, -3772.60710418286, -3732.962490738, -3737.45060081224, -3700.77724692241, 5164.08509690499, 5124.08828339667, 5123.04078087113, 5202.38643257938, 5197.06622348502, 5163.62216408141, 5164.08509690499))"
950,Residental,NA,NA,South,"list(c(86.7956803595757, 168.591474722421, 165.161489859823, 128.398320678806, 130.481327424245, 90.507301979839, 86.7956803595757, 1056.68738276796, 1049.64749446127, 1009.79482574458, 1012.95890779611, 955.186559648018, 953.745279047313, 1056.68738276796))"
951,Residental,11,"[568,582,626,783]",Central,"list(c(-1208.80328626418, -1169.79175779446, -1195.07546197316, -1234.08699044288, -1208.80328626418, 4073.57222335221, 4064.73476633925, 3953.1239325959, 3961.96138960886, 4073.57222335221))"
952,Residental,4,[190],South,"list(c(-985.671092131354, -1001.14784032294, -1012.21810352155, -1051.74545614575, -1036.06231345122, -942.492752404668, -948.815720610373, -988.725251890853, -985.671092131354, 1381.22222714434, 1379.24834789585, 1307.87619678255, 1314.00713427384, 1415.11942133001, 1427.05313069542, 1333.19992484582, 1335.88866302057, 1381.22222714434))"
953,Commercial,64,"[1745,1766,1795,1798]",North-west,"list(c(-3416.95278713849, -3417.32203274851, -3175.59336668659, -3181.58103204177, -3327.0630931141, -3326.90060161088, -3219.24213654251, -3216.44021378244, -3416.95278713849, 6539.4609193023, 6579.45921498699, 6580.40467881646, 6434.89162112055, 6429.84454566633, 6469.84421562136, 6471.84599902674, 6540.58004823605, 6539.4609193023))"
954,Residental,NA,NA,Central,"list(c(-1066.84883046277, -1063.72596451621, -1128.22236657334, -1132.13785244003, -1092.15941348116, -1089.61799665072, -1066.84883046277, 2577.53505003637, 2537.65714000739, 2532.60638339769, 2651.81020181781, 2653.12337294598, 2575.75198132319, 2577.53505003637))"
955,Residental,7,"[57,265]",South,"list(c(-575.308770126721, -573.764535083233, -362.98538144687, -370.725808854438, -461.366349992723, -469.013323663068, -424.606822410261, -575.308770126721, 1785.86640146647, 1825.83658207815, 1815.94770702936, 1749.14909333331, 1731.49534349032, 1770.75758736004, 1779.40649054038, 1785.86640146647))"
956,Residental,3,[304],South,"list(c(-941.077951729882, -1072.22672374423, -1079.99724128028, -778.977863444419, -788.540061514372, -828.288045226891, -824.644541479165, -941.077951729882, 1174.5884819325, 1148.61635394628, 1187.85433372636, 1242.55886773718, 1157.77783977983, 1162.26089574527, 1194.56518298539, 1174.5884819325))"
957,Residental,21,"[1371,1373,1377,1522,1556,1598,1697,1708]",North-west,"list(c(-3128.71592645408, -3100.51338559562, -3099.15010542334, -3170.4465296816, -3166.98051129384, -3100.74995365318, -3101.01102121715, -3128.71592645408, 6297.51339594902, 6298.47515381113, 6258.49839222178, 6256.06705467262, 6340.71443085786, 6340.28215539221, 6300.28300735469, 6297.51339594902))"
958,Residental,4,[165],South,"list(c(68.5673525712795, 100.517088740365, 39.9371702113566, 7.98743404227132, 68.5673525712795, 74.4055470423879, 50.3386744012273, -30.0835908014507, -6.01671816029014, 74.4055470423879))"
959,Residental,5,"[456,690]",Central,"list(c(-2299.15985448846, -2297.51178451866, -2405.91146788685, -2398.2650007482, -2358.43474045118, -2361.87326113155, -2299.15985448846, 2515.11403596536, 2475.14800206938, 2470.67794974046, 2553.41470395963, 2549.73362196216, 2512.52793791867, 2515.11403596536))"
960,Residental,9,"[618,669,803,825]",Central,"list(c(-1594.05722045693, -1634.05198808887, -1633.16268392786, -1832.40980919441, -1836.67946362954, -1592.47681824573, -1594.05722045693, 2554.8965147427, 2555.54347847198, 2610.51953302343, 2591.87990650343, 2631.65137933264, 2652.59568448188, 2554.8965147427))"
961,Residental,5,"[97,236]",South,"list(c(-941.686629954226, -1046.05606757294, -1051.11661093152, -981.640479879145, -983.885625855912, -1113.67376870888, -1122.70225228063, -1162.22440545697, -1148.23047471379, -1035.60895394019, -946.388657509001, -941.686629954226, 1447.3179464652, 1434.00683843773, 1473.68543343448, 1482.54630599324, 1552.68656043954, 1550.21484889761, 1492.3297216855, 1498.49408769553, 1588.21463210699, 1594.96754531857, 1591.09782293362, 1447.3179464652))"
962,Residental,6,"[905,1053,1142,1152]",Central,"list(c(331.422089870938, 371.3748909001, 375.510528896048, 335.557727866886, 331.422089870938, 5077.95177622867, 5079.89437498399, 4994.83804437144, 4992.89544561611, 5077.95177622867))"
963,Residental,8,"[1447,1584,1693,1717]",North-west,"list(c(-3784.91330225585, -3745.04696211715, -3737.05890429164, -3827.54718262886, -3826.34460116989, -3786.34740720515, -3787.07913178847, -3780.53607464429, -3784.91330225585, 7300.62112393731, 7303.88837414895, 7206.41967426629, 7208.05320601163, 7309.57518828983, 7309.10140041854, 7247.32917731772, 7247.21105934982, 7300.62112393731))"
964,Commercial,98,"[429,448]",East,"list(c(676.736949168191, 675.414239064199, 756.300182835031, 755.091102593828, 678.788724782579, 676.736949168191, 4430.5677610353, 4470.55377193444, 4474.83807022031, 4361.20274847525, 4368.54183272953, 4430.5677610353))"
965,Residental,14,"[464,487,613,640,651,822]",Central,"list(c(-1658.87634866921, -1698.52399677835, -1703.71367984651, -1743.10327166681, -1728.27663704934, -1653.25717227438, -1658.87634866921, 3760.49620227763, 3763.62998715901, 3734.26496316725, 3741.22628891957, 3825.12052206274, 3831.58823213875, 3760.49620227763))"
966,Commercial,NA,"[846,875]",Central,"list(c(-988.36514027346, -987.954351197008, -1027.92393542682, -1032.11337128672, -961.982387177397, -961.644081059422, -988.36514027346, 4708.69267579299, 4698.16489850356, 4696.60530352539, 4803.9729289801, 4798.76135765725, 4708.7931546011, 4708.69267579299))"
967,Commercial,NA,NA,Central,"list(c(98.9350750651583, 99.5634374751644, 18.2473758837373, 10.9907938552221, 103.777844658454, 103.201852534208, 54.2931126916743, 55.193053521749, 98.9350750651583, 4395.79859980954, 4355.80353560554, 4354.52597905074, 4447.23686924672, 4445.90061543816, 4405.90476273975, 4406.60911199237, 4395.11136895687, 4395.79859980954))"
968,Residental,2,[115],East,"list(c(1190.73475603183, 1201.19583953549, 1199.38278503089, 1239.331727594, 1243.39192941879, 1150.67074705473, 1150.79717925523, 1190.79712210099, 1190.73475603183, 3534.42950788042, 3533.84687140171, 3569.69613853162, 3571.71653158471, 3491.43474223458, 3496.59890550459, 3571.38967918836, 3571.32206014199, 3534.42950788042))"
969,Commercial,NA,[1325],North-west,"list(c(-3579.4840007379, -3539.99131650329, -3550.87981520141, -3590.37249943601, -3579.4840007379, 6136.42873311389, 6130.07830856542, 6062.36377427074, 6068.71419881922, 6136.42873311389))"
970,Residental,2,"[1439,1683]",North-west,"list(c(-3952.23495990626, -3752.50988269199, -3745.05126803736, -3784.93483185691, -3789.77964853569, -3946.92739731322, -4030.92024924972, -4045.95670852159, -4085.17908651889, -4065.01521940525, -3952.23495990626, 7408.63141492168, 7401.48199002257, 7303.94273436516, 7300.89292501836, 7364.25051010983, 7368.84455030282, 7350.41828197385, 7275.27826381262, 7283.1271531759, 7383.88979375003, 7408.63141492168))"
971,Residental,10,"[565,594,602,611]",Central,"list(c(-2401.33987270107, -2432.57788660871, -2470.33233323632, -2458.99467036704, -2548.99667118202, -2551.46834458778, -2401.33987270107, 3225.38979126238, 3136.13588864147, 3149.3495845606, 3181.7437905647, 3176.1717539328, 3216.09531628106, 3225.38979126238))"
972,Commercial,NA,[438],East,"list(c(2153.84911533839, 2156.69229443398, 2116.71536324254, 2115.16656525876, 2061.47825013449, 2062.04690666472, 2153.84911533839, 4888.8648674682, 4805.18543621828, 4803.8271385653, 4849.41080742531, 4850.1741398412, 4890.17009750883, 4888.8648674682))"
973,Commercial,NA,NA,North-west,"list(c(-3549.97414856824, -3669.52401726654, -3670.40330542097, -3509.89685334042, -3510.07916062127, -3550.07908746485, -3549.97414856824, 5395.10409474966, 5393.05599306878, 5433.04632755527, 5435.4806826143, 5340.15889411508, 5340.23539580491, 5395.10409474966))"
974,Commercial,NA,NA,Central,"list(c(-1852.21098715922, -1847.16832136857, -1935.18762174932, -1939.56129141328, -1899.62272918535, -1897.24977839092, -1890.23478762338, -1897.90222123981, -1899.64972880967, -1939.56669133814, -1945.59894151619, -1861.08600317053, -1852.21098715922, 4908.50623628423, 4837.0665469637, 4841.17544708945, 4919.99655031108, 4922.21268369286, 4879.44800005681, 4879.12052760108, 4968.19578423956, 4922.66259618157, 4920.08653280882, 5013.55826446992, 5004.46560839647, 4908.50623628423))"
975,Residental,7,"[159,357]",East,"list(c(495.522702140706, 495.233722725901, 562.84166533644, 562.129214222868, 497.980288858635, 495.522702140706, 4426.00962826098, 4466.00858438358, 4466.4970297228, 4384.7390178214, 4386.50302842284, 4426.00962826098))"
976,Residental,14,"[1453,1458,1490,1524,1528,1543,1602]",North-west,"list(c(-3945.1416378298, -3905.2488634388, -3908.84087592774, -3887.04546152588, -3886.340392117, -3846.34319815226, -3847.54044857634, -3951.7295639136, -3945.1416378298, 7303.7383433215, 7300.81147615879, 7251.8528675629, 7250.76387805243, 7310.28587009676, 7309.81208222548, 7208.74014615857, 7213.94586749134, 7303.7383433215))"
977,Residental,12,"[572,612,659,753,789]",Central,"list(c(-1906.95892426545, -1895.58195561777, -1975.98751222856, -1954.87464769796, -1915.55780543462, -1924.62805073715, -1906.95892426545, 2883.55625279809, 2845.20831172703, 2821.35379773981, 2934.12094339694, 2926.75983516245, 2878.31422174542, 2883.55625279809))"
978,Residental,14,"[1029,1044,1099,1246,1271,1273,1277]",Central,"list(c(-700.503665560305, -778.056056083411, -776.476048221759, -672.88661652031, -675.928267046013, -636.406253213543, -625.975020667736, -700.503665560305, 5989.05804007642, 5992.12277238313, 6032.09155489094, 6028.36905534492, 6047.86736801669, 6054.03262734831, 5987.16385593248, 5989.05804007642))"
979,Residental,12,"[120,241,270,282]",South,"list(c(-1644.76644218428, -1636.40637505179, -1596.54284953143, -1605.71949313761, -1528.86514218179, -1535.09820182986, -1643.98750928415, -1644.76644218428, 1005.09741728536, 1106.04257882744, 1102.74116502615, 873.465352160229, 861.341306337059, 821.829928641215, 839.007602212202, 1005.09741728536))"
980,Residental,9,"[47,133,170]",East,"list(c(2084.2971507218, 2207.58376201043, 2204.86990461918, 2123.19785108286, 2121.89958206793, 2081.91313600665, 2084.2971507218, 4089.48963607321, 4081.1057607135, 4041.19792967672, 4046.75188488778, 3996.89369133673, 3997.93490763923, 4089.48963607321))"
981,Commercial,NA,[1295],Central,"list(c(-866.702312926711, -859.832921155094, -819.962385537869, -823.207626686402, -797.398962440405, -795.846189070368, -866.702312926711, 4270.53482517174, 4355.70781734471, 4352.49216972789, 4312.25470648034, 4313.25733738176, 4273.28748755891, 4270.53482517174))"
982,Commercial,NA,"[405,415]",East,"list(c(1471.80188759449, 1560.1043904565, 1558.38388387722, 1513.08944853817, 1514.45200089778, 1474.470412604, 1471.80188759449, 4046.35389532864, 4042.55225108138, 4002.5892699975, 4004.53930905595, 3959.64707563118, 3958.4335693448, 4046.35389532864))"
983,Commercial,NA,[414],South,"list(c(-93.1222699994445, -34.1724222425634, -30.7738949870344, -128.000161983095, -133.501259399639, -93.1222699994445, 1548.67654225522, 1542.35644727424, 1469.77233349779, 1470.77015075721, 1553.00562974155, 1548.67654225522))"
984,Residental,9,"[928,1069,1173,1243]",Central,"list(c(-1487.77973695599, -1492.24217442196, -1574.48603246174, -1570.02359499577, -1487.77973695599, 5612.50295317027, 5572.75264937442, 5581.98548631945, 5621.7357901153, 5612.50295317027))"
985,Residental,10,"[1072,1183,1192,1248]",Central,"list(c(-800.16084751632, -792.654723660342, -697.508551435187, -705.014675291165, -800.16084751632, 5356.05073854742, 5395.34015321166, 5377.16276474081, 5337.87335007657, 5356.05073854742))"
986,Commercial,NA,[388],South,"list(c(582.831035111086, 601.441126469904, 594.379519141023, 634.26017698155, 640.948176351081, 584.140617122522, 582.831035111086, 2562.39594354931, 2562.60256273259, 2653.8137513765, 2656.90132812969, 2449.87319287534, 2444.44251595404, 2562.39594354931))"
987,Commercial,NA,NA,Central,"list(c(-1338.78797481873, -1266.16389307275, -1264.1080289434, -1335.1267068518, -1338.78797481873, 5014.25305882582, 5006.5165549118, 4915.84051026441, 4910.54010029876, 5014.25305882582))"
988,Residental,10,"[25,187,272,276]",East,"list(c(1765.12549639611, 1805.12248418114, 1803.90646552248, 1763.90947773746, 1765.12549639611, 3473.05656931535, 3472.56568427316, 3373.48529017572, 3373.97617521791, 3473.05656931535))"
989,Residental,7,"[515,656,791,806]",Central,"list(c(-1633.1172153927, -1564.7445517557, -1564.72381196694, -1596.15258134799, -1599.06289883189, -1638.93853205677, -1633.1172153927, 3832.56974392457, 3832.60519479435, 3792.60520017109, 3792.58890451795, 3755.76849474029, 3758.92029976518, 3832.56974392457))"
990,Commercial,NA,[1741],North-west,"list(c(-3668.08545237297, -3628.29882544936, -3637.37034552871, -3701.25968588883, -3700.28443959997, -3701.70284084132, -3785.4298756659, -3784.81077161573, -3700.01991895069, -3699.67110257272, -3699.27936243278, -3673.24716314314, -3668.08545237297, 5132.84258338261, 5128.71652981513, 5041.24185719535, 5044.40877970285, 5064.08335081619, 5044.4209076588, 5044.85567378038, 5103.01954997002, 5104.08987664252, 5076.45678211955, 5084.35972861535, 5083.06934187188, 5132.84258338261))"
991,Commercial,72,[1345],Central,"list(c(-1177.31291095442, -1134.76287167877, -1136.13197576698, -1096.17520150314, -1092.81678463811, -1260.67743373627, -1259.5812263515, -1177.31291095442, 5852.40275469655, 5851.50225008274, 5880.92803497078, 5882.78711819336, 5810.60557035814, 5814.67320389373, 5854.65818018945, 5852.40275469655))"
992,Residental,5,"[34,228]",South,"list(c(-1687.21657129161, -1694.26100662822, -1654.3330350971, -1647.22223216217, -1650.54445214673, -1732.6558130634, -1734.52452816019, -1688.59099238268, -1687.21657129161, 1466.79248295298, 1584.01794332722, 1586.41733687769, 1468.08746260857, 1294.16651923688, 1290.32625765284, 1330.28258260756, 1332.43084553849, 1466.79248295298))"
993,Residental,5,"[130,275]",South,"list(c(919.34822740339, 959.341422609378, 957.454441764751, 917.461246558763, 919.34822740339, 2653.88038433006, 2653.14259220776, 2550.85579490049, 2551.5935870228, 2653.88038433006))"
994,Residental,5,"[1591,1659]",North-west,"list(c(-4467.99430855528, -4466.39493030265, -4504.57343888283, -4504.4298727802, -4392.34072917718, -4389.66172771069, -4543.53927277181, -4545.42716884785, -4467.99430855528, 4759.93878087744, 4719.97076880272, 4718.44300014045, 4711.91207506445, 4718.48029380544, 4678.57010774796, 4670.95844428286, 4756.84019212202, 4759.93878087744))"
995,Commercial,NA,NA,Central,"list(c(-1983.86964682349, -1982.96354497676, -2037.49581044641, -2037.90143367199, -1942.0918693375, -1946.45239505393, -2033.39637884423, -2028.55241599837, -1988.67723775363, -1984.87117179939, -1983.86964682349, 3707.07748976435, 3749.53389866312, 3748.98088139318, 3788.97882471279, 3789.95043928348, 3647.3578230716, 3640.02583915029, 3701.19779661992, 3698.04024061094, 3684.25994753106, 3707.07748976435))"
996,Residental,8,"[589,804,828]",Central,"list(c(-2301.29319779769, -2305.94762734384, -2213.06124203157, -2208.40681248542, -2301.29319779769, 2963.95635783481, 3003.68463851243, 3014.56688986736, 2974.83860918974, 2963.95635783481))"
997,Commercial,NA,NA,North-west,"list(c(-4638.40092351531, -4537.99063615046, -4432.35060916371, -4426.68837440992, -4535.03155115354, -4757.94834571816, -4755.12013007143, -4638.40092351531, 5217.49364797775, 5218.06720819793, 5233.17328817601, 5193.57607744604, 5178.0834584109, 5185.86714173407, 5225.7670314113, 5217.49364797775))"
998,Commercial,NA,NA,North-west,"list(c(-4158.27873472673, -4155.05094186039, -4081.59436024658, -4001.67956211666, -4001.0684794989, -4098.80079619283, -4100.63313613944, -4121.08545394065, -4132.58311388969, -4171.77088334251, -4158.27873472673, 5575.70158906102, 5591.47361517164, 5607.47947661019, 5612.58575204541, 5552.86718839607, 5543.42554373672, 5562.39245410188, 5557.93598529226, 5501.75474924754, 5509.77464483993, 5575.70158906102))"
999,Residental,5,"[290,338]",South,"list(c(-1316.53883283116, -1313.98054007186, -1255.13134229128, -1259.13501852889, -1219.39918079575, -1209.90116667996, -1316.53883283116, 1227.15646437501, 1267.0745697679, 1263.30301109568, 1297.96704907397, 1302.55651523523, 1220.32221293701, 1227.15646437501))"
1000,Commercial,NA,NA,South,"list(c(498.714871631103, 471.10588824051, 462.4755326311, 536.308122646664, 544.619672489059, 498.714871631103, 1154.12678430126, 1159.29317115282, 1207.92431452661, 1198.64870770795, 1145.53675560586, 1154.12678430126))"
1001,Commercial,NA,NA,North-west,"list(c(-3699.80022689581, -3698.7164802481, -3675.10920894552, -3675.15602227567, -3689.94147460326, -3691.55963918051, -3638.07708702186, -3635.1262865574, -3699.80022689581, 4853.37672083495, 4893.36203680473, 4892.72219438971, 4936.1915525044, 4935.91962402724, 5023.90340367748, 5021.25233391788, 4851.62382319401, 4853.37672083495))"
